date,visitors_pool_total,sportbad_closed,freizeitbad_closed,sauna_closed,kursbecken_closed,event,price_adult_90min,price_adult_max,price_reduced_90min,price_reduced_max,sloop_dummy,sloop_days_since_opening,school_holiday,bank_holiday,yr,month,day,air_humidity_UniOS,air_pressure_UniOS,global_solar_radiation_UniOS,temperature_UniOS,wind_speed_avg_UniOS,wind_speed_max_UniOS,wind_direction_category_UniOS,air_humidity_DWD,air_temperature_daily_max_DWD,air_temperature_daily_mean_DWD,air_temperature_daily_min_DWD,precipitation_DWD,snow_height_DWD,sunshine_hours_DWD,wind_speed_max_DWD
2006-10-21,1355,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0,2006.0,10.0,21,NA,NA,NA,NA,NA,NA,NA,86,17.6,14.7,13.4,3.2,0,1.5,9.7
2006-10-22,1833,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0,2006.0,10.0,22,NA,NA,NA,NA,NA,NA,NA,81,16.9,14.8,12.4,3.0,0,3.4,10.9
2006-10-23,1472,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0,2006.0,10.0,23,NA,NA,NA,NA,NA,NA,NA,91,18.2,16.0,14.4,5.2,0,0.3,12.6
2006-10-24,1455,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0,2006.0,10.0,24,NA,NA,NA,NA,NA,NA,NA,91,15.5,13.3,10.5,8.5,0,0.4,16.8
2006-10-25,1418,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0,2006.0,10.0,25,NA,NA,NA,NA,NA,NA,NA,87,15.2,12.0,9.1,0.0,0,6.4,10.6
2006-10-26,1281,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0,2006.0,10.0,26,NA,NA,NA,NA,NA,NA,NA,71,21.7,17.6,13.2,0.0,0,5.8,15.2
2006-10-27,1373,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0,2006.0,10.0,27,NA,NA,NA,NA,NA,NA,NA,74,17.8,13.2,8.8,0.6,0,5.7,16.1
2006-10-28,1310,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,1,0,2006.0,10.0,28,NA,NA,NA,NA,NA,NA,NA,95,14.6,11.3,7.8,4.6,0,0.0,12.6
2006-10-29,1583,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,10.0,29,NA,NA,NA,NA,NA,NA,NA,87,15.0,13.5,9.9,0.0,0,2.3,14.0
2006-10-30,745,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,10.0,30,NA,NA,NA,NA,NA,NA,NA,88,12.9,11.2,8.7,0.0,0,0.0,11.7
2006-10-31,578,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,10.0,31,NA,NA,NA,NA,NA,NA,NA,86,12.8,11.1,6.7,9.7,0,0.0,17.9
2006-11-01,1104,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,2,2006.0,11.0,1,NA,NA,NA,NA,NA,NA,NA,84,7.4,5.0,-0.6,8.0,0,1.7,20.4
2006-11-02,571,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,2,NA,NA,NA,NA,NA,NA,NA,95,6.6,3.0,-1.3,1.8,0,0.4,7.7
2006-11-03,658,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,3,NA,NA,NA,NA,NA,NA,NA,97,5.7,3.8,1.2,0.9,0,0.1,5.8
2006-11-04,1112,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,4,NA,NA,NA,NA,NA,NA,NA,92,10.0,7.8,5.1,0.6,0,0.7,10.3
2006-11-05,1389,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,5,NA,NA,NA,NA,NA,NA,NA,88,11.8,10.4,8.6,0.0,0,0.0,12.6
2006-11-06,669,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,6,NA,NA,NA,NA,NA,NA,NA,90,11.8,10.6,9.0,0.0,0,0.0,10.0
2006-11-07,520,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,7,NA,NA,NA,NA,NA,NA,NA,89,9.9,7.7,3.8,0.0,0,1.4,8.5
2006-11-08,561,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,8,NA,NA,NA,NA,NA,NA,NA,91,11.0,7.3,5.0,3.2,0,0.0,14.6
2006-11-09,534,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,9,NA,NA,NA,NA,NA,NA,NA,88,11.3,8.3,4.5,1.4,0,3.6,15.0
2006-11-10,547,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,10,NA,NA,NA,NA,NA,NA,NA,86,8.8,5.6,2.3,4.0,0,6.0,8.5
2006-11-11,1513,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,11,NA,NA,NA,NA,NA,NA,NA,88,9.7,7.1,4.5,5.5,0,0.1,21.5
2006-11-12,1706,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,12,NA,NA,NA,NA,NA,NA,NA,89,8.2,6.1,3.5,4.2,0,1.8,18.6
2006-11-13,716,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,13,NA,NA,NA,NA,NA,NA,NA,93,12.0,8.8,5.4,2.1,0,0.0,14.0
2006-11-14,569,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,14,NA,NA,NA,NA,NA,NA,NA,88,12.9,11.4,10.0,2.6,0,1.1,13.3
2006-11-15,611,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,15,NA,NA,NA,NA,NA,NA,NA,87,14.5,12.5,10.4,0.2,0,1.1,11.5
2006-11-16,522,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,16,NA,NA,NA,NA,NA,NA,NA,73,17.0,14.3,11.1,2.9,0,5.7,12.3
2006-11-17,669,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,17,NA,NA,NA,NA,NA,NA,NA,89,14.7,11.8,9.3,0.3,0,0.9,10.5
2006-11-18,1349,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,18,NA,NA,NA,NA,NA,NA,NA,88,10.5,8.2,5.1,0.4,0,0.5,11.6
2006-11-19,1717,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,19,NA,NA,NA,NA,NA,NA,NA,97,6.3,4.7,2.9,6.8,0,0.0,8.9
2006-11-20,653,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,20,NA,NA,NA,NA,NA,NA,NA,92,7.8,6.0,4.2,6.4,0,0.0,13.5
2006-11-21,560,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,21,NA,NA,NA,NA,NA,NA,NA,91,9.9,7.5,3.6,1.4,0,2.2,11.3
2006-11-22,567,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,22,NA,NA,NA,NA,NA,NA,NA,93,7.1,5.1,3.0,0.5,0,0.1,11.7
2006-11-23,568,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,23,NA,NA,NA,NA,NA,NA,NA,94,12.3,8.5,5.8,11.0,0,0.0,14.8
2006-11-24,881,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,24,NA,NA,NA,NA,NA,NA,NA,89,13.2,9.9,7.7,2.0,0,3.6,11.4
2006-11-25,1136,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,25,NA,NA,NA,NA,NA,NA,NA,73,17.1,14.7,12.3,0.3,0,0.0,15.5
2006-11-26,1744,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,26,NA,NA,NA,NA,NA,NA,NA,80,12.7,11.1,7.6,0.0,0,0.5,9.1
2006-11-27,701,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,27,NA,NA,NA,NA,NA,NA,NA,87,14.9,10.2,5.0,0.0,0,3.0,8.4
2006-11-28,552,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,28,NA,NA,NA,NA,NA,NA,NA,84,13.9,10.7,6.5,0.2,0,5.4,8.4
2006-11-29,527,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,29,NA,NA,NA,NA,NA,NA,NA,92,10.8,9.2,6.3,0.0,0,0.2,9.1
2006-11-30,500,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,11.0,30,NA,NA,NA,NA,NA,NA,NA,94,8.7,5.4,2.5,0.0,0,6.4,6.2
2006-12-01,575,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,1,NA,NA,NA,NA,NA,NA,NA,80,11.8,8.5,4.0,0.0,0,3.7,11.4
2006-12-02,904,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,2,NA,NA,NA,NA,NA,NA,NA,73,11.3,9.9,8.5,0.0,0,1.0,12.3
2006-12-03,1104,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,3,NA,NA,NA,NA,NA,NA,NA,84,13.3,10.3,7.8,1.8,0,3.1,15.5
2006-12-04,581,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,4,NA,NA,NA,NA,NA,NA,NA,85,10.1,8.7,7.8,5.8,0,0.0,14.4
2006-12-05,541,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,5,NA,NA,NA,NA,NA,NA,NA,82,15.2,13.0,9.8,4.3,0,0.6,17.7
2006-12-06,544,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,6,NA,NA,NA,NA,NA,NA,NA,82,10.8,9.7,7.0,0.1,0,0.1,14.4
2006-12-07,482,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,7,NA,NA,NA,NA,NA,NA,NA,83,9.9,7.8,6.2,6.4,0,0.4,17.1
2006-12-08,754,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,8,NA,NA,NA,NA,NA,NA,NA,81,12.6,9.7,7.6,7.0,0,0.0,20.4
2006-12-09,1162,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,9,NA,NA,NA,NA,NA,NA,NA,89,8.1,6.3,2.8,0.0,0,1.8,13.9
2006-12-10,1205,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,10,NA,NA,NA,NA,NA,NA,NA,95,4.8,3.4,1.0,0.0,0,3.4,11.0
2006-12-11,640,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,11,NA,NA,NA,NA,NA,NA,NA,91,7.4,5.7,3.3,8.9,0,0.0,15.8
2006-12-12,646,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,12,NA,NA,NA,NA,NA,NA,NA,91,8.2,6.7,5.1,2.5,0,4.8,13.1
2006-12-13,481,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,13,NA,NA,NA,NA,NA,NA,NA,91,10.3,8.9,6.4,0.1,0,0.0,20.0
2006-12-14,490,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,14,NA,NA,NA,NA,NA,NA,NA,81,10.3,9.6,8.4,0.0,0,0.0,17.2
2006-12-15,633,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,15,NA,NA,NA,NA,NA,NA,NA,72,8.7,7.4,6.1,0.0,0,3.5,11.9
2006-12-16,917,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,16,NA,NA,NA,NA,NA,NA,NA,83,8.4,6.5,3.6,4.0,0,0.0,13.5
2006-12-17,1263,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,17,NA,NA,NA,NA,NA,NA,NA,96,5.7,4.1,1.9,3.5,0,0.1,12.7
2006-12-18,594,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,18,NA,NA,NA,NA,NA,NA,NA,100,2.7,1.6,0.2,0.1,0,0.0,4.5
2006-12-19,416,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,19,NA,NA,NA,NA,NA,NA,NA,100,2.5,0.9,-0.4,0.0,0,0.0,3.5
2006-12-20,553,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2006.0,12.0,20,NA,NA,NA,NA,NA,NA,NA,98,4.9,2.6,-0.5,1.3,0,0.0,6.4
2006-12-21,577,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0,2006.0,12.0,21,NA,NA,NA,NA,NA,NA,NA,100,6.8,6.0,4.9,0.5,0,0.0,3.3
2006-12-22,649,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0,2006.0,12.0,22,NA,NA,NA,NA,NA,NA,NA,89,6.5,5.5,4.4,0.0,0,0.0,4.3
2006-12-23,780,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0,2006.0,12.0,23,NA,NA,NA,NA,NA,NA,NA,94,4.4,3.0,1.9,0.0,0,0.0,7.1
2006-12-24,383,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0,2006.0,12.0,24,NA,NA,NA,NA,NA,NA,NA,100,4.6,2.4,0.9,0.7,0,0.0,5.4
2006-12-26,666,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,3,2006.0,12.0,26,NA,NA,NA,NA,NA,NA,NA,96,2.9,1.6,0.7,0.0,0,0.0,5.3
2006-12-27,1410,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0,2006.0,12.0,27,NA,NA,NA,NA,NA,NA,NA,96,0.7,0.2,-0.9,1.6,0,0.0,11.0
2006-12-28,2000,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0,2006.0,12.0,28,NA,NA,NA,NA,NA,NA,NA,99,4.9,2.4,-0.9,1.6,0,0.0,11.4
2006-12-29,1798,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0,2006.0,12.0,29,NA,NA,NA,NA,NA,NA,NA,88,7.7,4.8,3.1,0.0,0,2.8,11.0
2006-12-30,1720,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0,2006.0,12.0,30,NA,NA,NA,NA,NA,NA,NA,75,10.5,8.1,6.3,12.3,0,0.0,24.5
2006-12-31,994,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0,2006.0,12.0,31,NA,NA,NA,NA,NA,NA,NA,86,10.8,8.7,5.5,6.5,0,0.0,26.3
2007-01-01,642,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,3,2007.0,1.0,1,NA,NA,NA,NA,NA,NA,NA,83,12.1,7.6,4.3,3.3,0,0.5,27.6
2007-01-02,1644,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0,2007.0,1.0,2,NA,NA,NA,NA,NA,NA,NA,93,5.6,4.7,3.2,5.6,0,0.3,12.6
2007-01-03,2285,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0,2007.0,1.0,3,NA,NA,NA,NA,NA,NA,NA,95,7.8,5.2,3.1,5.1,0,0.1,13.5
2007-01-04,2257,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0,2007.0,1.0,4,NA,NA,NA,NA,NA,NA,NA,92,8.9,7.7,6.6,4.8,0,0.0,15.5
2007-01-05,1881,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0,2007.0,1.0,5,NA,NA,NA,NA,NA,NA,NA,94,9.1,7.4,6.0,3.5,0,0.0,11.3
2007-01-06,1856,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0,2007.0,1.0,6,NA,NA,NA,NA,NA,NA,NA,95,9.8,8.0,5.5,17.6,0,0.0,9.6
2007-01-07,2334,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,7,NA,NA,NA,NA,NA,NA,NA,91,9.7,7.0,4.9,0.7,0,0.4,12.0
2007-01-08,729,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,8,NA,NA,NA,NA,NA,NA,NA,88,9.2,7.8,6.5,5.9,0,1.0,13.6
2007-01-09,637,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,9,NA,NA,NA,NA,NA,NA,NA,78,13.7,12.4,9.2,0.0,0,0.0,18.9
2007-01-10,711,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,10,NA,NA,NA,NA,NA,NA,NA,78,13.6,11.0,6.1,8.0,0,0.0,16.5
2007-01-11,626,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,11,NA,NA,NA,NA,NA,NA,NA,85,9.3,6.4,4.2,16.7,0,0.0,22.8
2007-01-12,904,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,12,NA,NA,NA,NA,NA,NA,NA,80,12.1,8.8,6.9,0.2,0,2.2,20.0
2007-01-13,1907,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,13,NA,NA,NA,NA,NA,NA,NA,85,11.9,10.9,9.4,2.2,0,0.0,19.7
2007-01-14,2465,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,14,NA,NA,NA,NA,NA,NA,NA,80,11.0,6.8,3.7,0.0,0,3.1,20.6
2007-01-15,739,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,15,NA,NA,NA,NA,NA,NA,NA,83,8.5,4.9,2.8,0.0,0,4.2,10.4
2007-01-16,650,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,16,NA,NA,NA,NA,NA,NA,NA,90,8.8,6.2,2.9,0.8,0,0.0,10.4
2007-01-17,725,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,17,NA,NA,NA,NA,NA,NA,NA,85,11.7,9.1,7.4,11.5,0,0.4,19.5
2007-01-18,413,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,18,NA,NA,NA,NA,NA,NA,NA,90,12.6,8.8,5.8,28.7,0,0.0,35.2
2007-01-19,770,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,19,NA,NA,NA,NA,NA,NA,NA,78,9.7,8.3,6.1,2.1,0,0.7,18.9
2007-01-20,1702,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,20,NA,NA,NA,NA,NA,NA,NA,87,12.5,9.6,6.2,4.7,0,0.0,21.5
2007-01-21,2391,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,21,NA,NA,NA,NA,NA,NA,NA,84,7.5,5.5,3.7,9.3,0,1.3,21.7
2007-01-22,1233,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,22,NA,NA,NA,NA,NA,NA,NA,83,4.2,1.6,-4.2,1.0,0,1.7,11.9
2007-01-23,542,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,23,NA,NA,NA,NA,NA,NA,NA,82,-1.2,-4.5,-7.8,0.0,0,5.5,3.7
2007-01-24,597,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,24,NA,NA,NA,NA,NA,NA,NA,93,0.3,-3.8,-7.2,0.0,0,5.6,6.9
2007-01-25,526,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,25,NA,NA,NA,NA,NA,NA,NA,80,-0.7,-2.5,-5.2,0.0,0,3.2,8.5
2007-01-26,561,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,26,NA,NA,NA,NA,NA,NA,NA,89,2.1,-1.1,-3.6,5.6,0,0.0,13.3
2007-01-27,1208,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,27,NA,NA,NA,NA,NA,NA,NA,92,2.9,1.8,0.0,0.4,2,0.8,10.5
2007-01-28,1875,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,28,NA,NA,NA,NA,NA,NA,NA,94,7.0,4.7,1.7,4.9,0,0.0,16.1
2007-01-29,809,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,29,NA,NA,NA,NA,NA,NA,NA,85,8.7,6.2,3.6,0.3,0,2.5,13.5
2007-01-30,669,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,30,NA,NA,NA,NA,NA,NA,NA,90,8.8,6.8,5.0,0.0,0,0.0,8.5
2007-01-31,903,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,1.0,31,NA,NA,NA,NA,NA,NA,NA,85,7.4,6.1,4.8,1.9,0,1.0,14.3
2007-02-01,1435,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0,2007.0,2.0,1,NA,NA,NA,NA,NA,NA,NA,97,8.3,6.6,4.3,0.2,0,0.0,7.8
2007-02-02,1434,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0,2007.0,2.0,2,NA,NA,NA,NA,NA,NA,NA,97,8.4,7.0,4.6,0.0,0,0.0,11.3
2007-02-03,1713,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,3,NA,NA,NA,NA,NA,NA,NA,91,7.9,6.0,3.5,0.2,0,0.0,9.6
2007-02-04,1831,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,4,NA,NA,NA,NA,NA,NA,NA,93,7.4,4.9,0.0,0.0,0,1.3,6.2
2007-02-05,760,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,5,NA,NA,NA,NA,NA,NA,NA,100,3.9,1.4,-1.4,1.3,0,1.0,7.5
2007-02-06,592,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,6,NA,NA,NA,NA,NA,NA,NA,96,3.3,0.7,-1.2,0.0,0,3.7,7.1
2007-02-07,736,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,7,NA,NA,NA,NA,NA,NA,NA,93,3.9,-1.0,-5.4,0.0,0,5.0,4.4
2007-02-08,406,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,8,NA,NA,NA,NA,NA,NA,NA,99,3.2,-2.1,-6.7,13.3,0,0.4,10.2
2007-02-09,635,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,9,NA,NA,NA,NA,NA,NA,NA,97,3.5,1.6,0.3,0.0,3,0.0,9.6
2007-02-10,2518,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,10,NA,NA,NA,NA,NA,NA,NA,99,0.6,0.0,-0.7,3.2,0,0.0,11.9
2007-02-11,2240,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,11,NA,NA,NA,NA,NA,NA,NA,96,7.6,5.1,0.5,7.1,0,0.0,10.2
2007-02-12,1086,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,12,NA,NA,NA,NA,NA,NA,NA,94,9.0,6.9,5.7,19.2,0,0.7,11.0
2007-02-13,685,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,13,NA,NA,NA,NA,NA,NA,NA,96,7.7,6.5,5.6,2.4,0,0.0,14.8
2007-02-14,692,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,14,NA,NA,NA,NA,NA,NA,NA,92,6.5,5.2,4.2,6.9,0,0.0,10.6
2007-02-15,517,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,15,NA,NA,NA,NA,NA,NA,NA,88,9.9,5.3,0.5,0.0,0,2.9,9.1
2007-02-16,904,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,16,NA,NA,NA,NA,NA,NA,NA,81,10.2,4.6,-0.1,0.0,0,6.5,11.8
2007-02-17,1177,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,17,NA,NA,NA,NA,NA,NA,NA,66,11.6,6.9,3.0,0.0,0,5.4,9.1
2007-02-18,1559,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,18,NA,NA,NA,NA,NA,NA,NA,81,8.2,5.3,1.9,0.0,0,4.6,7.1
2007-02-19,1149,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,19,NA,NA,NA,NA,NA,NA,NA,81,7.3,4.2,2.0,0.0,0,0.4,5.0
2007-02-20,783,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,20,NA,NA,NA,NA,NA,NA,NA,86,8.2,5.6,3.0,0.0,0,0.0,5.7
2007-02-21,704,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,21,NA,NA,NA,NA,NA,NA,NA,83,12.8,7.8,4.0,3.9,0,0.5,10.9
2007-02-22,636,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,22,NA,NA,NA,NA,NA,NA,NA,84,11.1,7.5,4.0,0.0,0,2.5,8.1
2007-02-23,840,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,23,NA,NA,NA,NA,NA,NA,NA,79,12.8,9.1,5.1,2.1,0,0.2,9.9
2007-02-24,1420,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,24,NA,NA,NA,NA,NA,NA,NA,86,11.6,9.1,6.9,4.8,0,1.2,17.2
2007-02-25,2106,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,25,NA,NA,NA,NA,NA,NA,NA,92,9.4,7.2,5.7,9.8,0,1.1,13.6
2007-02-26,772,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,26,NA,NA,NA,NA,NA,NA,NA,96,6.9,6.1,4.1,6.5,0,0.0,13.2
2007-02-27,1130,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,27,NA,NA,NA,NA,NA,NA,NA,90,9.7,5.1,2.8,5.7,0,0.1,14.2
2007-02-28,817,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,2.0,28,NA,NA,NA,NA,NA,NA,NA,86,11.1,8.8,6.3,12.7,0,1.2,16.4
2007-03-01,561,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,3.0,1,NA,NA,NA,NA,NA,NA,NA,86,9.3,7.4,4.6,10.6,0,2.1,16.5
2007-03-02,874,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0,2007.0,3.0,2,NA,NA,NA,NA,NA,NA,NA,84,10.2,5.5,2.4,8.1,0,3.7,16.9
