date,air_humidity_DWD,air_temperature_daily_max_DWD,air_temperature_daily_mean_DWD,air_temperature_daily_min_DWD,precipitation_DWD,snow_height_DWD,sunshine_hours_DWD,wind_speed_max_DWD
2/22/2006,77,1.5,0.4,-0.6,0,0,0,12.8
2/23/2006,69,2.1,-0.7,-3.2,0,0,6.2,6.7
2/24/2006,69,2,-0.3,-2.4,0,0,8.7,13.7
2/25/2006,76,0.3,-1.9,-2.7,0,0,2.6,12.7
2/26/2006,69,3.1,-0.4,-2.8,0,0,2.1,10.4
2/27/2006,75,4.1,0.3,-2.4,0.9,0,4.9,8
2/28/2006,96,1,0.5,-0.6,5.6,0,0,10.1
3/1/2006,89,1,-0.4,-1.5,8,1,0.1,14.1
3/2/2006,84,3.6,-0.4,-2.5,3.2,6,5.6,13.1
3/3/2006,88,1.4,-1.1,-4.8,0,8,0.4,7.8
3/4/2006,85,2.5,-1.7,-5.9,0.6,3,4.5,10.7
3/5/2006,89,2.7,-0.1,-2.6,3.8,4,3.3,13.9
3/6/2006,89,5.1,1.1,-0.6,2.5,5,2.4,12.3
3/7/2006,75,4.2,0,-3,0,3,5.8,7.8
3/8/2006,81,2,0.2,-3.5,8.9,0,0,10.3
3/9/2006,97,2.5,1.5,0.8,5.5,0,0,4.2
3/10/2006,86,8.2,4.3,1.1,3.5,0,1.3,12
3/11/2006,87,2.6,-1.8,-5.7,1.3,0,0.2,12.6
3/12/2006,69,-0.1,-3.9,-8.4,0,2,9.2,7.6
3/13/2006,72,1,-3.5,-8.4,0,0,9.8,8.1
3/14/2006,68,2.2,-2.2,-6.1,0,0,9.3,8.3
3/15/2006,76,1.9,-1.1,-4.6,0,0,9.8,10.6
3/16/2006,84,1.6,0.4,-0.6,0,0,0,9.2
3/17/2006,85,0.8,-0.2,-2.1,0,0,0,9.2
3/18/2006,89,0.5,-0.7,-2,0,0,0,7.2
3/19/2006,88,4.8,0.9,-3.2,0,0,0,6.1
3/20/2006,74,8.9,3.9,-0.2,0,0,4.9,8.2
3/21/2006,62,5.9,1.5,-2.7,0,0,8.9,8.7
3/22/2006,70,6.4,0.4,-3.6,0,0,5.4,7.2
3/23/2006,62,7.2,1.4,-5,0,0,11.8,8.1
3/24/2006,65,12.2,5.1,-0.5,8.6,0,6,10.1
3/25/2006,86,14.6,9.6,6.4,10.2,0,0.9,9.7
3/26/2006,82,18,13.4,9,1.8,0,4.2,15.4
3/27/2006,80,18.6,13.8,9.4,6.6,0,4.1,18.2
3/28/2006,65,14.2,10.8,7.4,0,0,4.7,16
3/29/2006,73,10.3,7.5,5.6,1.9,0,0.6,12
3/30/2006,83,14.3,10.4,6.4,7.8,0,0.6,13.7
3/31/2006,81,14.7,11.2,9.5,2.2,0,1.3,15.7
4/1/2006,82,12.9,10,6.4,5.3,0,2.8,11.4
4/2/2006,73,13,9.2,5.9,4,0,3.7,17.1
4/3/2006,77,9.3,6.8,4,1.8,0,0.9,15.1
4/4/2006,77,8.5,4.5,0.6,2.5,0,3.9,15.7
4/5/2006,72,7.9,3.1,-1.2,0.7,0,8.3,10.9
4/6/2006,62,10.2,6.2,1.2,0.3,0,7.4,13
4/7/2006,66,10.9,7.1,4.3,1.8,0,2.8,12
4/8/2006,78,12.5,6.6,3.7,2.9,0,2.6,16.4
4/9/2006,68,10.8,6,2.9,0,0,7.4,12
4/10/2006,69,10.7,5.1,0.5,0,0,3.2,11.9
4/11/2006,68,8.3,4.2,-1.3,3.7,0,4.4,11.6
4/12/2006,85,11.5,6.1,3.5,2.7,0,2.4,10.6
4/13/2006,89,11.2,7.6,5.4,8.5,0,0.1,10.6
4/14/2006,69,13.1,8.5,3.7,0.2,0,5,14.2
4/15/2006,69,13.1,8.5,0,3.3,0,6.5,8.5
4/16/2006,86,14.5,11.1,9.4,2.6,0,1.4,12.1
4/17/2006,72,15.3,10.2,7.7,0.1,0,2.5,12.7
4/18/2006,77,13.8,8.9,4.4,0.5,0,2.6,11.5
4/19/2006,68,16.1,10.1,2.1,0,0,8.7,9.2
4/20/2006,63,16.9,12.4,8.8,0,0,6.2,9.9
4/21/2006,57,19.9,14.1,8.5,6.8,0,5.9,7.9
4/22/2006,97,10.5,8.6,6.8,6.9,0,0,8.5
4/23/2006,90,11.7,8.9,6.9,0,0,0,6.4
4/24/2006,74,17,11.7,7,0,0,8.8,6.8
4/25/2006,62,24.1,16,7,0.9,0,9.3,8
4/26/2006,80,18.3,14.3,10.7,0,0,3,6.1
4/27/2006,68,16.3,12.2,6.7,0,0,4.6,9.7
4/28/2006,70,15,8.1,2.8,1.8,0,6.8,11.8
4/29/2006,80,10.1,5.8,2.1,2.9,0,3.7,11.6
4/30/2006,74,10.7,5.8,1,0,0,7.2,8
5/1/2006,74,13.4,8.4,2.5,1.1,0,8,10.6
5/2/2006,69,19,13.1,8.5,0,0,8.7,7.7
5/3/2006,53,25.7,17.9,8.6,0,0,11.7,9.1
5/4/2006,51,24.3,18.8,12.9,0,0,12.2,12.5
5/5/2006,47,23.3,17.8,13,0,0,14.1,12.7
5/6/2006,38,23.5,17.6,10.6,0,0,13.3,12.6
5/7/2006,40,23.1,17.2,9.2,0,0,13.3,17.8
5/8/2006,44,23.6,17,9.3,0,0,13.2,14.5
5/9/2006,52,23.5,17.2,9.9,0,0,13.3,12.7
5/10/2006,46,22.8,16.9,8.6,0,0,14.3,9.8
5/11/2006,48,24.6,17.6,8.2,0,0,13.2,6.4
5/12/2006,50,26.3,17.9,8.5,0,0,11.6,9.7
5/13/2006,72,23.3,15.4,11.4,7.7,0,5.1,9.9
5/14/2006,64,17,11.9,6.9,0,0,8.7,9
5/15/2006,65,19.6,13.5,5.4,0,0,8.8,7.3
5/16/2006,65,20.5,16.6,11.7,0,0,6.7,12
5/17/2006,67,21.2,15.6,10.9,3.1,0,7.6,7
5/18/2006,73,20.5,16.1,11.4,5.4,0,6,12.8
5/19/2006,88,13.6,11.6,10.4,10.5,0,0.7,16.1
5/20/2006,86,14.4,11,6.3,17.7,0,1.9,18.4
5/21/2006,83,17,12.5,10.1,5.2,0,0.8,15.2
5/22/2006,79,20.7,14.6,11.8,9.4,0,5.8,15.2
5/23/2006,85,13.1,10.1,6.5,4.6,0,2.6,14.6
5/24/2006,79,15.4,10,6.6,6.4,0,7.2,16.5
5/25/2006,90,13.8,9.7,6.7,2.6,0,0.9,10.4
5/26/2006,86,14.8,10.9,5.5,6.8,0,5.1,10.6
5/27/2006,92,15.9,13.5,11.3,6.9,0,0,11.4
5/28/2006,75,14.2,12.3,9.6,0.1,0,2.7,14.8
5/29/2006,83,14.4,10.1,7,3.4,0,3.1,13.5
5/30/2006,78,13.2,8.3,5,3.9,0,5.2,17.7
5/31/2006,79,15.3,9.6,5.1,0.8,0,2.1,13.7
6/1/2006,79,11.9,9.2,7.1,1.2,0,2.3,14.8
6/2/2006,73,18.3,12.5,8.4,0.1,0,4.9,7.1
6/3/2006,70,18.7,13.3,7.7,0,0,2.3,9.3
6/4/2006,67,15.6,10.7,6.1,0,0,5.3,11.8
6/5/2006,71,13.7,10.3,7.2,0,0,2,8.7
6/6/2006,72,19.8,12.4,7.1,0.5,0,6.7,11
6/7/2006,62,21,14.2,5.4,0,0,11.1,9.3
6/8/2006,66,23.5,16.3,8.5,0,0,14.3,5.1
6/9/2006,58,25.5,18.3,9.1,0,0,14.8,5.7
6/10/2006,58,26.4,20.3,11.5,0,0,15.8,8.1
6/11/2006,50,27.6,21.6,14.5,0,0,15.9,9.1
6/12/2006,48,28.8,22.8,13.3,0,0,16,11.3
6/13/2006,50,31.6,24.3,14.8,0,0,15.4,6.6
6/14/2006,75,24.3,19.2,14.9,4.6,0,10,9
6/15/2006,87,22.5,17.1,13.7,0.6,0,2.3,7.7
6/16/2006,84,17,13.3,9.8,1.9,0,0.2,7.3
6/17/2006,73,22.4,15.4,8.5,0,0,6.9,8.6
6/18/2006,65,27.1,19.7,9.7,0,0,14.4,6.5
6/19/2006,72,28.2,22.6,18.1,0,0,7,11.2
6/20/2006,65,26.4,21,14.9,1.5,0,11,11
6/21/2006,75,20.1,17.6,15.7,0.7,0,2,12.5
6/22/2006,70,18.4,14.7,11.3,0,0,4.5,11.3
6/23/2006,67,20.2,15.7,11.1,0,0,2.7,7.6
6/24/2006,64,24.8,18.3,9.4,0,0,14.4,5.6
6/25/2006,72,29.3,21.7,16.2,17.6,0,5.8,11.1
6/26/2006,80,23.3,18.9,14.8,0,0,4.4,13.2
6/27/2006,76,NA,15.4,NA,0,0,NA,NA
6/28/2006,69,21.7,15.5,11.5,0,0,6.1,6.1
6/29/2006,68,22.9,16.8,9.1,0,0,12.7,8.5
6/30/2006,62,25.9,19.1,11.8,0,0,12.9,6.4
7/1/2006,62,27.2,20.5,11.4,0,0,15.8,8.5
7/2/2006,54,28.3,22.2,13.2,0,0,15.6,11.8
7/3/2006,46,28.5,22.5,13.8,0,0,15.8,10.8
7/4/2006,50,31.2,24.3,13.8,0,0,15.6,7.3
7/5/2006,60,34.2,24.9,16.6,1.6,0,10.8,15.6
7/6/2006,85,27.1,20.7,16,21.5,0,4.8,8.5
7/7/2006,89,25.7,20.2,17.1,0.5,0,1.4,9.3
7/8/2006,74,25.8,20,14.7,0,0,6.3,8.2
7/9/2006,68,28.7,21.2,14.3,3.1,0,5.2,11.3
7/10/2006,68,25.7,19.9,15.2,0,0,5.4,8.2
7/11/2006,74,28.8,21.1,14.6,8.1,0,6.9,11.5
7/12/2006,70,26.6,19.7,13.1,0,0,11.5,7.1
7/13/2006,58,30.4,22.6,15,0,0,14.1,10.5
7/14/2006,60,23.6,17.8,11.3,0,0,14,11.7
7/15/2006,55,26.5,19.2,9.8,0,0,15.3,9.1
7/16/2006,47,27.3,20.5,12.9,0,0,15.4,11.6
7/17/2006,49,30.9,22.7,12.6,0,0,15.5,6.3
7/18/2006,49,33.3,25,14.1,0,0,15.2,7.7
7/19/2006,43,36.1,26.6,15.9,0,0,15.1,7.5
7/20/2006,47,36.3,27.4,18.8,0.3,0,11,10.2
7/21/2006,55,33.5,26.2,19,0,0,13.1,8
7/22/2006,71,33.3,23.3,17.5,1.3,0,8.2,16.3
7/23/2006,87,30.3,22.1,17.8,4.9,0,5.6,9.5
7/24/2006,70,29.5,23.3,17.4,0,0,7.4,6.9
7/25/2006,56,32.2,24.6,16.3,0,0,13.2,7.3
7/26/2006,54,35,26.2,18.1,1,0,10.5,10.3
7/27/2006,62,33.8,25.4,18.1,1.2,0,11,10.7
7/28/2006,82,28.7,21.7,17.2,7.3,0,5.2,9.1
7/29/2006,72,28.5,22.2,16.6,5.7,0,11.1,8.5
7/30/2006,72,29.9,22.1,15.8,21.3,0,3.6,21.5
7/31/2006,75,23.3,18.8,15.2,0,0,7.3,9.3
8/1/2006,82,23.1,17.5,14.1,12,0,2.8,11.4
8/2/2006,90,16.8,14.6,12.9,16.9,0,1.5,12
8/3/2006,80,22.7,16.1,12.5,0,0,3.7,7.1
8/4/2006,81,23.7,17.5,12.7,0,0,5.9,7.7
8/5/2006,75,26,19.4,12.7,0,0,8.6,12
8/6/2006,72,26.5,20.1,15.3,0,0,7.5,12.3
8/7/2006,79,26.4,19.7,14.9,2.4,0,6.3,15.4
8/8/2006,77,20.8,16.6,12.6,0.4,0,2,10.9
8/9/2006,82,22.2,16.1,13.6,0.1,0,3.5,9.2
8/10/2006,87,17.7,13.9,11.1,6.2,0,2.6,8.3
8/11/2006,94,16.6,12.8,11.5,6.7,0,0.9,8.4
8/12/2006,92,18.3,13.3,8.9,0.6,0,1.9,5.1
8/13/2006,78,21.4,14.5,7.8,0,0,9.2,7
8/14/2006,93,17.7,13.9,11.1,28.2,0,0,13.6
8/15/2006,90,18.6,15.8,14.2,0,0,1,13.2
8/16/2006,85,23.4,16.7,11.9,1,0,6.1,12.7
8/17/2006,86,24,17.5,11.5,0,0,4.1,5.5
8/18/2006,83,23.2,18.5,15.7,2.8,0,3.9,11.7
8/19/2006,69,25.8,20,15.3,0,0,8.8,9.6
8/20/2006,89,21.6,16.9,14.8,10.8,0,4.4,13.1
8/21/2006,92,19.8,15.8,12.3,17.2,0,2.3,11
8/22/2006,92,20,15.5,12.5,9.3,0,2.6,10.4
8/23/2006,80,21.7,16.6,12.1,0,0,7.9,6.7
8/24/2006,87,24,16.3,12.1,3.5,0,2.8,14.4
8/25/2006,93,19.5,14.8,11,21.7,0,1.8,6.7
8/26/2006,89,20,15.9,13.7,11.3,0,0.6,8.4
8/27/2006,91,20.6,14.8,12.3,4.5,0,1.8,14
8/28/2006,95,15.7,12.9,11.1,10,0,1.6,10.8
8/29/2006,90,18.3,12.4,10.1,1.2,0,5.6,12.3
8/30/2006,87,18,13.1,9.1,1.2,0,6.8,12.3
8/31/2006,85,19.7,14.4,9.2,0.2,0,5.7,11.3
9/1/2006,80,21.5,18,15.4,0,0,2.3,9.9
9/2/2006,77,22.6,18.7,15.7,0.3,0,3.4,10.1
9/3/2006,90,20.5,18.6,16.1,2.9,0,1,16.4
9/4/2006,76,21.3,17.6,13.3,0,0,5.1,14.1
9/5/2006,92,20.2,16.3,11.5,0.2,0,3.2,7.4
9/6/2006,82,25.4,20.4,17,0,0,7.2,7.8
9/7/2006,90,21.3,16,11.9,7.2,0,2.7,12.3
9/8/2006,76,19.8,13.9,8.6,0,0,9.4,10.4
9/9/2006,83,19.5,13.5,7.9,0,0,10.2,8.1
9/10/2006,75,23.9,16.2,8.9,0,0,12.3,8.4
9/11/2006,72,26.6,19.2,11.6,0,0,11.8,6.7
9/12/2006,78,28.6,20.8,13.8,0,0,11.4,5.7
9/13/2006,74,28.9,21.2,14.2,0,0,11,6.7
9/14/2006,65,27.4,21.1,14.9,0,0,11.5,7.7
9/15/2006,69,24.5,19,11.9,0,0,10.9,13.8
9/16/2006,69,24.7,20,15.5,0,0,8.9,7.5
9/17/2006,81,26.1,19.7,13.3,0,0,8.4,8.8
9/18/2006,93,17.7,16.4,15.2,0,0,0,5.7
9/19/2006,88,20,15.3,11.3,0,0,3.2,10.9
9/20/2006,77,20,14.4,10.5,0,0,10.5,8.2
9/21/2006,69,25,18.1,10.1,0,0,10.9,10.5
9/22/2006,61,28,20.6,14.4,0,0,10.7,8.2
9/23/2006,70,26.1,19.4,14,0,0,6.8,6.8
9/24/2006,66,27,19.4,14.2,0,0,9.8,4.6
9/25/2006,82,23.5,17.4,11,0,0,3.9,6.4
9/26/2006,88,20.4,16.7,15.3,0.6,0,0.1,8
9/27/2006,87,19.7,15.3,12.1,0,0,4.2,6.9
9/28/2006,83,21.2,15.5,11.5,0,0,4,7.9
9/29/2006,80,23.3,16.8,10.6,0,0,2.9,8
9/30/2006,86,21.6,16.3,11,5.3,0,5,9.3
10/1/2006,84,21.9,15.4,10.2,5.1,0,3.1,10.5
10/2/2006,82,17.9,15.1,11.5,8.6,0,2,14.4
10/3/2006,89,15.8,13.5,11.3,0.1,0,0.1,9.2
10/4/2006,90,16.9,12.7,10,1.1,0,1.6,8.7
10/5/2006,85,16.5,12.3,9,5.5,0,2.2,14.2
10/6/2006,94,15.5,14.2,12.2,3.8,0,0,14
10/7/2006,83,15.2,12.9,10,0.8,0,4.5,15.4
10/8/2006,87,16.1,11.5,8.3,0,0,4.7,9.6
10/9/2006,85,18.7,12.7,6.6,0,0,7.2,5.9
10/10/2006,90,18.2,15.5,13.4,0,0,0,6.1
10/11/2006,86,19.7,14.3,10.6,0,0,8,7.7
10/12/2006,91,20.8,15,9.1,0.3,0,4.3,5.3
10/13/2006,96,16.2,14.7,12.5,0.3,0,0,6.3
10/14/2006,87,14.7,12.8,11.4,0,0,1.4,9
10/15/2006,86,13.2,10.2,6.8,0,0,3.6,9.1
10/16/2006,84,15.9,10,5.3,0,0,8.5,6.8
10/17/2006,77,17.4,10.5,5.2,0,0,8.4,6.1
10/18/2006,84,17.9,12.3,7.5,0,0,2.6,5.3
10/19/2006,84,19.1,13.5,8.4,0.3,0,1.8,8.3
10/20/2006,84,18.5,15,12.9,4.6,0,3.7,9.5
10/21/2006,86,17.6,14.7,13.4,3.2,0,1.5,9.7
10/22/2006,81,16.9,14.8,12.4,3,0,3.4,10.9
10/23/2006,91,18.2,16,14.4,5.2,0,0.3,12.6
10/24/2006,91,15.5,13.3,10.5,8.5,0,0.4,16.8
10/25/2006,87,15.2,12,9.1,0,0,6.4,10.6
10/26/2006,71,21.7,17.6,13.2,0,0,5.8,15.2
10/27/2006,74,17.8,13.2,8.8,0.6,0,5.7,16.1
10/28/2006,95,14.6,11.3,7.8,4.6,0,0,12.6
10/29/2006,87,15,13.5,9.9,0,0,2.3,14
10/30/2006,88,12.9,11.2,8.7,0,0,0,11.7
10/31/2006,86,12.8,11.1,6.7,9.7,0,0,17.9
11/1/2006,84,7.4,5,-0.6,8,0,1.7,20.4
11/2/2006,95,6.6,3,-1.3,1.8,0,0.4,7.7
11/3/2006,97,5.7,3.8,1.2,0.9,0,0.1,5.8
11/4/2006,92,10,7.8,5.1,0.6,0,0.7,10.3
11/5/2006,88,11.8,10.4,8.6,0,0,0,12.6
11/6/2006,90,11.8,10.6,9,0,0,0,10
11/7/2006,89,9.9,7.7,3.8,0,0,1.4,8.5
11/8/2006,91,11,7.3,5,3.2,0,0,14.6
11/9/2006,88,11.3,8.3,4.5,1.4,0,3.6,15
11/10/2006,86,8.8,5.6,2.3,4,0,6,8.5
11/11/2006,88,9.7,7.1,4.5,5.5,0,0.1,21.5
11/12/2006,89,8.2,6.1,3.5,4.2,0,1.8,18.6
11/13/2006,93,12,8.8,5.4,2.1,0,0,14
11/14/2006,88,12.9,11.4,10,2.6,0,1.1,13.3
11/15/2006,87,14.5,12.5,10.4,0.2,0,1.1,11.5
11/16/2006,73,17,14.3,11.1,2.9,0,5.7,12.3
11/17/2006,89,14.7,11.8,9.3,0.3,0,0.9,10.5
11/18/2006,88,10.5,8.2,5.1,0.4,0,0.5,11.6
11/19/2006,97,6.3,4.7,2.9,6.8,0,0,8.9
11/20/2006,92,7.8,6,4.2,6.4,0,0,13.5
11/21/2006,91,9.9,7.5,3.6,1.4,0,2.2,11.3
11/22/2006,93,7.1,5.1,3,0.5,0,0.1,11.7
11/23/2006,94,12.3,8.5,5.8,11,0,0,14.8
11/24/2006,89,13.2,9.9,7.7,2,0,3.6,11.4
11/25/2006,73,17.1,14.7,12.3,0.3,0,0,15.5
11/26/2006,80,12.7,11.1,7.6,0,0,0.5,9.1
11/27/2006,87,14.9,10.2,5,0,0,3,8.4
11/28/2006,84,13.9,10.7,6.5,0.2,0,5.4,8.4
11/29/2006,92,10.8,9.2,6.3,0,0,0.2,9.1
11/30/2006,94,8.7,5.4,2.5,0,0,6.4,6.2
12/1/2006,80,11.8,8.5,4,0,0,3.7,11.4
12/2/2006,73,11.3,9.9,8.5,0,0,1,12.3
12/3/2006,84,13.3,10.3,7.8,1.8,0,3.1,15.5
12/4/2006,85,10.1,8.7,7.8,5.8,0,0,14.4
12/5/2006,82,15.2,13,9.8,4.3,0,0.6,17.7
12/6/2006,82,10.8,9.7,7,0.1,0,0.1,14.4
12/7/2006,83,9.9,7.8,6.2,6.4,0,0.4,17.1
12/8/2006,81,12.6,9.7,7.6,7,0,0,20.4
12/9/2006,89,8.1,6.3,2.8,0,0,1.8,13.9
12/10/2006,95,4.8,3.4,1,0,0,3.4,11
12/11/2006,91,7.4,5.7,3.3,8.9,0,0,15.8
12/12/2006,91,8.2,6.7,5.1,2.5,0,4.8,13.1
12/13/2006,91,10.3,8.9,6.4,0.1,0,0,20
12/14/2006,81,10.3,9.6,8.4,0,0,0,17.2
12/15/2006,72,8.7,7.4,6.1,0,0,3.5,11.9
12/16/2006,83,8.4,6.5,3.6,4,0,0,13.5
12/17/2006,96,5.7,4.1,1.9,3.5,0,0.1,12.7
12/18/2006,100,2.7,1.6,0.2,0.1,0,0,4.5
12/19/2006,100,2.5,0.9,-0.4,0,0,0,3.5
12/20/2006,98,4.9,2.6,-0.5,1.3,0,0,6.4
12/21/2006,100,6.8,6,4.9,0.5,0,0,3.3
12/22/2006,89,6.5,5.5,4.4,0,0,0,4.3
12/23/2006,94,4.4,3,1.9,0,0,0,7.1
12/24/2006,100,4.6,2.4,0.9,0.7,0,0,5.4
12/25/2006,99,5.9,4.7,2.9,0,0,0,6.2
12/26/2006,96,2.9,1.6,0.7,0,0,0,5.3
12/27/2006,96,0.7,0.2,-0.9,1.6,0,0,11
12/28/2006,99,4.9,2.4,-0.9,1.6,0,0,11.4
12/29/2006,88,7.7,4.8,3.1,0,0,2.8,11
12/30/2006,75,10.5,8.1,6.3,12.3,0,0,24.5
12/31/2006,86,10.8,8.7,5.5,6.5,0,0,26.3
1/1/2007,83,12.1,7.6,4.3,3.3,0,0.5,27.6
1/2/2007,93,5.6,4.7,3.2,5.6,0,0.3,12.6
1/3/2007,95,7.8,5.2,3.1,5.1,0,0.1,13.5
1/4/2007,92,8.9,7.7,6.6,4.8,0,0,15.5
1/5/2007,94,9.1,7.4,6,3.5,0,0,11.3
1/6/2007,95,9.8,8,5.5,17.6,0,0,9.6
1/7/2007,91,9.7,7,4.9,0.7,0,0.4,12
1/8/2007,88,9.2,7.8,6.5,5.9,0,1,13.6
1/9/2007,78,13.7,12.4,9.2,0,0,0,18.9
1/10/2007,78,13.6,11,6.1,8,0,0,16.5
1/11/2007,85,9.3,6.4,4.2,16.7,0,0,22.8
1/12/2007,80,12.1,8.8,6.9,0.2,0,2.2,20
1/13/2007,85,11.9,10.9,9.4,2.2,0,0,19.7
1/14/2007,80,11,6.8,3.7,0,0,3.1,20.6
1/15/2007,83,8.5,4.9,2.8,0,0,4.2,10.4
1/16/2007,90,8.8,6.2,2.9,0.8,0,0,10.4
1/17/2007,85,11.7,9.1,7.4,11.5,0,0.4,19.5
1/18/2007,90,12.6,8.8,5.8,28.7,0,0,35.2
1/19/2007,78,9.7,8.3,6.1,2.1,0,0.7,18.9
1/20/2007,87,12.5,9.6,6.2,4.7,0,0,21.5
1/21/2007,84,7.5,5.5,3.7,9.3,0,1.3,21.7
1/22/2007,83,4.2,1.6,-4.2,1,0,1.7,11.9
1/23/2007,82,-1.2,-4.5,-7.8,0,0,5.5,3.7
1/24/2007,93,0.3,-3.8,-7.2,0,0,5.6,6.9
1/25/2007,80,-0.7,-2.5,-5.2,0,0,3.2,8.5
1/26/2007,89,2.1,-1.1,-3.6,5.6,0,0,13.3
1/27/2007,92,2.9,1.8,0,0.4,2,0.8,10.5
1/28/2007,94,7,4.7,1.7,4.9,0,0,16.1
1/29/2007,85,8.7,6.2,3.6,0.3,0,2.5,13.5
1/30/2007,90,8.8,6.8,5,0,0,0,8.5
1/31/2007,85,7.4,6.1,4.8,1.9,0,1,14.3
2/1/2007,97,8.3,6.6,4.3,0.2,0,0,7.8
2/2/2007,97,8.4,7,4.6,0,0,0,11.3
2/3/2007,91,7.9,6,3.5,0.2,0,0,9.6
2/4/2007,93,7.4,4.9,0,0,0,1.3,6.2
2/5/2007,100,3.9,1.4,-1.4,1.3,0,1,7.5
2/6/2007,96,3.3,0.7,-1.2,0,0,3.7,7.1
2/7/2007,93,3.9,-1,-5.4,0,0,5,4.4
2/8/2007,99,3.2,-2.1,-6.7,13.3,0,0.4,10.2
2/9/2007,97,3.5,1.6,0.3,0,3,0,9.6
2/10/2007,99,0.6,0,-0.7,3.2,0,0,11.9
2/11/2007,96,7.6,5.1,0.5,7.1,0,0,10.2
2/12/2007,94,9,6.9,5.7,19.2,0,0.7,11
2/13/2007,96,7.7,6.5,5.6,2.4,0,0,14.8
2/14/2007,92,6.5,5.2,4.2,6.9,0,0,10.6
2/15/2007,88,9.9,5.3,0.5,0,0,2.9,9.1
2/16/2007,81,10.2,4.6,-0.1,0,0,6.5,11.8
2/17/2007,66,11.6,6.9,3,0,0,5.4,9.1
2/18/2007,81,8.2,5.3,1.9,0,0,4.6,7.1
2/19/2007,81,7.3,4.2,2,0,0,0.4,5
2/20/2007,86,8.2,5.6,3,0,0,0,5.7
2/21/2007,83,12.8,7.8,4,3.9,0,0.5,10.9
2/22/2007,84,11.1,7.5,4,0,0,2.5,8.1
2/23/2007,79,12.8,9.1,5.1,2.1,0,0.2,9.9
2/24/2007,86,11.6,9.1,6.9,4.8,0,1.2,17.2
2/25/2007,92,9.4,7.2,5.7,9.8,0,1.1,13.6
2/26/2007,96,6.9,6.1,4.1,6.5,0,0,13.2
2/27/2007,90,9.7,5.1,2.8,5.7,0,0.1,14.2
2/28/2007,86,11.1,8.8,6.3,12.7,0,1.2,16.4
3/1/2007,86,9.3,7.4,4.6,10.6,0,2.1,16.5
3/2/2007,84,10.2,5.5,2.4,8.1,0,3.7,16.9
3/3/2007,95,7.7,4,2,2.8,0,0,10.8
3/4/2007,85,10.8,7.3,3.4,0.4,0,2.1,12.2
3/5/2007,73,12.4,8.7,5.9,3.8,0,3.2,20.9
3/6/2007,73,12.8,9.1,6.4,3.9,0,0.3,15.5
3/7/2007,88,11.7,8,5.5,3.2,0,0.1,12.5
3/8/2007,84,11.2,7.4,5.8,0,0,1,8.7
3/9/2007,89,9.5,6.4,3.2,6.9,0,0.1,12.3
3/10/2007,82,11,6.3,2.3,0,0,6.8,9.5
3/11/2007,77,14.9,9,4.7,0,0,9.9,9.5
3/12/2007,66,17.5,9.4,2.8,0,0,10.7,7.4
3/13/2007,74,16.5,8.7,1.1,0,0,8.5,10.2
3/14/2007,77,12,7.3,1,0,0,4.7,6.8
3/15/2007,78,13.1,7.1,0.4,0,0,8.4,5.9
3/16/2007,86,10.1,7.1,2.6,1.1,0,0,11.7
3/17/2007,93,10,8.4,6.7,3.8,0,0,15.1
3/18/2007,87,9.9,5.8,1,4.2,0,1.6,21.9
3/19/2007,90,6.3,1.9,-0.5,6.4,0,2.4,11.6
3/20/2007,83,8.6,3.4,-1.1,1.6,0,5.1,11.5
3/21/2007,88,7,2.5,-0.6,9.2,0,1.7,15.4
3/22/2007,90,6.4,3.7,1,3.8,0,0,15.3
3/23/2007,77,10.3,5.6,2.5,0.8,0,3,15.9
3/24/2007,79,12.5,8.3,4.5,0,0,1.2,11.6
3/25/2007,62,14.4,9.7,4.9,0,0,10,14.8
3/26/2007,59,15.9,10,4.2,0,0,11.4,13.8
3/27/2007,56,15.7,10,3.4,0,0,10.8,11.2
3/28/2007,51,17.4,11.2,4.1,0,0,11.4,8.3
3/29/2007,67,15.4,10.4,5.9,0.3,0,6.9,11.3
3/30/2007,76,15.9,9.4,3.2,0,0,5.6,8.8
3/31/2007,62,15.8,10.2,4.7,0,0,10.3,13.8
4/1/2007,50,16.7,10.7,4.3,0,0,11.8,16.7
4/2/2007,56,17.8,10.9,4.1,0,0,11.5,8.4
4/3/2007,78,9.2,6.1,3.7,0.4,0,0.1,13.5
4/4/2007,63,11,5.5,-0.1,0,0,12.3,9.5
4/5/2007,75,16.1,8.3,1.9,0,0,5.8,12.7
4/6/2007,74,14.6,9.2,3.7,0,0,5.9,7.2
4/7/2007,79,13.7,7.6,3.1,0.1,0,3.3,7.6
4/8/2007,73,15.4,9.6,3.7,0,0,7.1,9.6
4/9/2007,67,14.9,10.6,6.4,0,0,2.5,11.2
4/10/2007,76,14.4,11.5,8.5,0,0,0.3,10.9
4/11/2007,72,15.8,12.2,7.8,0,0,0,6.1
4/12/2007,72,19.9,13,6,0,0,11.9,8.9
4/13/2007,67,22.7,15.6,8.2,0,0,9.8,10.2
4/14/2007,52,26.1,17.3,8,0,0,12.9,10
4/15/2007,46,26.4,18.2,9.3,0,0,13.2,7.9
4/16/2007,49,27.6,18.8,9.5,0,0,12.8,6.3
4/17/2007,69,15,10.9,5.6,0,0,6.1,9.1
4/18/2007,67,13.1,8.5,2.9,0,0,5.4,10.7
4/19/2007,63,17.6,10.5,2.1,0,0,10.9,14.3
