date,visitors_pool_total,sportbad_closed,freizeitbad_closed,sauna_closed,kursbecken_closed,event,price_adult_90min,price_adult_max,price_reduced_90min,price_reduced_max,sloop_dummy,sloop_days_since_opening,school_holiday,bank_holiday
1/31/2006,1542,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
2/1/2006,633,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/2/2006,628,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/3/2006,899,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/4/2006,1623,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
2/5/2006,2069,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
2/6/2006,902,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/7/2006,597,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/8/2006,745,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/9/2006,707,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/10/2006,1409,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/11/2006,1590,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
2/12/2006,1876,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
2/13/2006,834,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/14/2006,677,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/15/2006,693,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/16/2006,581,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/17/2006,984,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/18/2006,1372,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/19/2006,2031,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/20/2006,831,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/21/2006,605,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/22/2006,743,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/23/2006,539,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/24/2006,749,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/25/2006,1277,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/26/2006,1604,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
2/27/2006,1127,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
2/28/2006,574,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/1/2006,653,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/2/2006,555,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/3/2006,853,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/4/2006,1611,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/5/2006,1878,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/6/2006,759,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/7/2006,546,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/8/2006,703,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/9/2006,657,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/10/2006,852,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/11/2006,1611,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/12/2006,1950,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/13/2006,838,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/14/2006,581,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/15/2006,694,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/16/2006,610,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/17/2006,869,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/18/2006,1425,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/19/2006,1941,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/20/2006,809,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/21/2006,607,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/22/2006,727,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/23/2006,563,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/24/2006,914,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/25/2006,1997,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
3/26/2006,2293,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
3/27/2006,766,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/28/2006,695,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/29/2006,640,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/30/2006,719,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
3/31/2006,750,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
4/1/2006,1374,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
4/2/2006,1583,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
4/3/2006,1350,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
4/4/2006,1183,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
4/5/2006,1237,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
4/6/2006,1104,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
4/7/2006,1072,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
4/8/2006,1274,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,1,0
4/9/2006,1647,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
4/10/2006,1739,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
4/11/2006,1641,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
4/12/2006,2264,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
4/13/2006,1742,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
4/14/2006,1535,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,3
4/15/2006,1189,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
4/16/2006,842,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
4/17/2006,1484,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,3
4/18/2006,1768,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
4/19/2006,1410,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
4/20/2006,1363,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
4/21/2006,1116,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
4/22/2006,1381,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
4/23/2006,1873,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
4/24/2006,658,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
4/25/2006,555,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
4/26/2006,609,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
4/27/2006,640,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
4/28/2006,655,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
4/29/2006,1121,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
4/30/2006,1745,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/1/2006,1186,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,3
5/2/2006,518,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/3/2006,703,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/4/2006,658,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/5/2006,834,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/6/2006,1275,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/7/2006,1436,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/8/2006,679,0,1,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0
5/9/2006,554,0,1,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0
5/10/2006,673,0,1,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0
5/11/2006,578,0,1,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0
5/12/2006,654,0,1,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0
5/13/2006,737,0,1,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0
5/14/2006,814,0,1,0,1,0,3.2,6.7,1.7,3.7,0,0,0,0
5/15/2006,490,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/16/2006,509,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/17/2006,529,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/18/2006,591,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/19/2006,773,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/20/2006,1449,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
5/21/2006,2077,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/22/2006,612,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/23/2006,613,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/24/2006,645,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/25/2006,2112,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,3
5/26/2006,1675,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
5/27/2006,1777,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/28/2006,1841,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/29/2006,759,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/30/2006,622,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/31/2006,691,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/1/2006,641,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/2/2006,703,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/3/2006,1143,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/4/2006,1750,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/5/2006,1720,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,3
6/6/2006,1031,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
6/7/2006,557,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/8/2006,595,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/9/2006,611,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/10/2006,1881,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
6/11/2006,2635,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
6/12/2006,1381,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/13/2006,1935,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/14/2006,782,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/15/2006,1175,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,2
6/16/2006,1059,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/17/2006,1326,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/18/2006,1927,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/19/2006,913,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/20/2006,676,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/21/2006,705,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/22/2006,785,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/23/2006,661,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/24/2006,1092,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/25/2006,2535,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/26/2006,1022,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,2,0
6/27/2006,702,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
6/28/2006,842,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
6/29/2006,888,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
6/30/2006,628,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/1/2006,2104,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/2/2006,3609,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,2,0
7/3/2006,1874,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/4/2006,2016,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/5/2006,2778,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/6/2006,1231,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/7/2006,939,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,2,0
7/8/2006,1452,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/9/2006,2243,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/10/2006,923,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/11/2006,1245,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/12/2006,1294,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/13/2006,1711,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/14/2006,1206,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/15/2006,2103,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/16/2006,3213,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/17/2006,2041,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/18/2006,2514,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/19/2006,3169,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/20/2006,2903,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/21/2006,2659,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/22/2006,2855,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/23/2006,2787,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/24/2006,1842,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/25/2006,2864,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/26/2006,3311,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/27/2006,2492,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,3,0
7/28/2006,1525,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/29/2006,1835,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/30/2006,2462,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/31/2006,1428,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/1/2006,1583,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/2/2006,2058,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/3/2006,1852,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/4/2006,1547,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/5/2006,1547,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,3,0
8/6/2006,1711,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/7/2006,1374,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/8/2006,1350,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/9/2006,1447,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/10/2006,1305,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/11/2006,1365,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/12/2006,1259,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/13/2006,1550,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,1,0
8/14/2006,1396,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/15/2006,1439,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/16/2006,1448,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/17/2006,1308,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/18/2006,1264,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/19/2006,1274,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,1,0
8/20/2006,1897,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/21/2006,1102,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/22/2006,1637,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/23/2006,1352,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/24/2006,1407,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/25/2006,1289,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,1,0
8/26/2006,1558,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/27/2006,1921,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/28/2006,1657,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/29/2006,1658,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/30/2006,1603,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,1,0
8/31/2006,514,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/1/2006,550,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/2/2006,842,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/3/2006,1646,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/4/2006,656,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/5/2006,536,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/6/2006,708,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/7/2006,568,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/8/2006,584,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/9/2006,1191,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
9/10/2006,1210,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/11/2006,817,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/12/2006,705,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/13/2006,845,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/14/2006,639,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/15/2006,798,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/16/2006,1023,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/17/2006,1568,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/18/2006,728,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/19/2006,543,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/20/2006,654,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/21/2006,689,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/22/2006,760,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/23/2006,1066,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/24/2006,1512,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/25/2006,685,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/26/2006,621,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/27/2006,609,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/28/2006,669,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/29/2006,658,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/30/2006,1006,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
10/1/2006,1774,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
10/2/2006,2029,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
10/3/2006,2107,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,3
10/4/2006,885,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/5/2006,969,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/6/2006,972,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/7/2006,1059,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/8/2006,1496,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/9/2006,924,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/10/2006,961,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/11/2006,1164,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/12/2006,1180,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/13/2006,1038,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/14/2006,1137,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/15/2006,1516,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
10/16/2006,1063,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/17/2006,895,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/18/2006,1238,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/19/2006,1197,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/20/2006,1133,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/21/2006,1355,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/22/2006,1833,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/23/2006,1472,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/24/2006,1455,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/25/2006,1418,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/26/2006,1281,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/27/2006,1373,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/28/2006,1310,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,1,0
10/29/2006,1583,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
10/30/2006,745,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
10/31/2006,578,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/1/2006,1104,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,2
11/2/2006,571,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/3/2006,658,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/4/2006,1112,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/5/2006,1389,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/6/2006,669,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/7/2006,520,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/8/2006,561,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/9/2006,534,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/10/2006,547,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/11/2006,1513,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
11/12/2006,1706,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/13/2006,716,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/14/2006,569,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/15/2006,611,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/16/2006,522,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/17/2006,669,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/18/2006,1349,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/19/2006,1717,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/20/2006,653,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/21/2006,560,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/22/2006,567,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/23/2006,568,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/24/2006,881,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/25/2006,1136,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/26/2006,1744,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/27/2006,701,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/28/2006,552,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/29/2006,527,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/30/2006,500,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/1/2006,575,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/2/2006,904,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/3/2006,1104,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/4/2006,581,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/5/2006,541,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/6/2006,544,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/7/2006,482,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/8/2006,754,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/9/2006,1162,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/10/2006,1205,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/11/2006,640,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/12/2006,646,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/13/2006,481,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/14/2006,490,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/15/2006,633,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
